koVMdanu koVlYlYu(V20)+Mda_lYlYu_PAST+anu_a_3SM   
koVlYlYuvavaroVMxigeVyo koVlYlYu(V20)+va_#_PRP+vavaru_va_SOC+roVMxigeVyo_ru_INDF
koVlYlYuvavaroVMxigeVyo koVlYlYu(V20)+va_#_PRP+vavaru_va_SOC+roVMxigeVyo_ru_PRES
koVlYlYuvavaroVMxigeVye koVlYlYu(V20)+va_#_PRP+vavaru_va_SOC+roVMxigeVye_ru_IMPH
koVlYlYuvavaroVMxigeVye koVlYlYu(V20)+va_#_PRP+vavaru_va_SOC+roVMxigeVye_ru_DECL
koVlYlYuvavaroVMxigeVye koVlYlYu(V20)+va_#_PRP+vavaru_va_SOC+roVMxigeVye_ru_RIS
koVlYlYuvuxannA koVlYlYu(V20)+vuxu_#_ACC+xannA_xu_INTR
koVlYlYuvuxannU koVlYlYu(V20)+vuxu_#_ACC+xannU_xu_INCL
koVlYlYuvuxanno koVlYlYu(V20)+vuxu_#_ACC+xanno_xu_DUB
koVlYlYuvuxanno koVlYlYu(V20)+vuxu_#_ACC+xanno_xu_INDF
koVlYlYuvuxanno koVlYlYu(V20)+vuxu_#_ACC+xanno_xu_PRES
koVlYlYuvuxanne koVlYlYu(V20)+vuxu_#_ACC+xanne_xu_IMPH
koVlYlYuvuxanne koVlYlYu(V20)+vuxu_#_ACC+xanne_xu_DECL
koVlYlYuvuxanne koVlYlYu(V20)+vuxu_#_ACC+xanne_xu_RIS
koVlYlYuvuxariMxalA koVlYlYu(V20)+vuxu_#_INS+xariMxalA_xu_INTR
koVlYlYuvuxariMxalU koVlYlYu(V20)+vuxu_#_INS+xariMxalU_xu_INCL
koVlYlYuvuxariMxalo koVlYlYu(V20)+vuxu_#_INS+xariMxalo_xu_DUB
koVlYlYuvuxariMxalo koVlYlYu(V20)+vuxu_#_INS+xariMxalo_xu_INDF
koVlYlYuvuxariMxalo koVlYlYu(V20)+vuxu_#_INS+xariMxalo_xu_PRES
koVlYlYuvuxariMxale koVlYlYu(V20)+vuxu_#_INS+xariMxale_xu_IMPH
koVlYlYuvuxariMxale koVlYlYu(V20)+vuxu_#_INS+xariMxale_xu_DECL
koVlYlYuvuxariMxale koVlYlYu(V20)+vuxu_#_INS+xariMxale_xu_RIS
koVlYlYuvuxakkeVyA koVlYlYu(V20)+vuxu_#_DAT+xakkeVyA_xu_INTR
koVlYlYuvuxakkeVyU koVlYlYu(V20)+vuxu_#_DAT+xakkeVyU_xu_INCL
koVlYlYuvuxakkeVyo koVlYlYu(V20)+vuxu_#_DAT+xakkeVyo_xu_DUB
koVlYlYuvuxakkeVyo koVlYlYu(V20)+vuxu_#_DAT+xakkeVyo_xu_INDF
koVlYlYuvuxakkeVyo koVlYlYu(V20)+vuxu_#_DAT+xakkeVyo_xu_PRES
koVlYlYuvuxakkeVye koVlYlYu(V20)+vuxu_#_DAT+xakkeVye_xu_IMPH
koVlYlYuvuxakkeVye koVlYlYu(V20)+vuxu_#_DAT+xakkeVye_xu_DECL
koVlYlYuvuxakkeVye koVlYlYu(V20)+vuxu_#_DAT+xakkeVye_xu_RIS
koVlYlYuvuxariMxalA koVlYlYu(V20)+vuxu_#_ABL+xariMxalA_xu_INTR
koVlYlYuvuxariMxalU koVlYlYu(V20)+vuxu_#_ABL+xariMxalU_xu_INCL
koVlYlYuvuxariMxalo koVlYlYu(V20)+vuxu_#_ABL+xariMxalo_xu_DUB
koVlYlYuvuxariMxalo koVlYlYu(V20)+vuxu_#_ABL+xariMxalo_xu_INDF
koVlYlYuvuxariMxalo koVlYlYu(V20)+vuxu_#_ABL+xariMxalo_xu_PRES
koVlYlYuvuxariMxale koVlYlYu(V20)+vuxu_#_ABL+xariMxale_xu_IMPH
koVlYlYuvuxariMxale koVlYlYu(V20)+vuxu_#_ABL+xariMxale_xu_DECL
koVlYlYuvuxariMxale koVlYlYu(V20)+vuxu_#_ABL+xariMxale_xu_RIS
koVlYlYuvuxaralliyA koVlYlYu(V20)+vuxu_#_LOC+xaralliyA_xu_INTR
koVlYlYuvuxaralliyU koVlYlYu(V20)+vuxu_#_LOC+xaralliyU_xu_INCL
koVlYlYuvuxaralliyo koVlYlYu(V20)+vuxu_#_LOC+xaralliyo_xu_DUB
koVlYlYuvuxaralliyo koVlYlYu(V20)+vuxu_#_LOC+xaralliyo_xu_INDF
koVlYlYuvuxaralliyo koVlYlYu(V20)+vuxu_#_LOC+xaralliyo_xu_PRES
koVlYlYuvuxaralliye koVlYlYu(V20)+vuxu_#_LOC+xaralliye_xu_IMPH
koVlYlYuvuxaralliye koVlYlYu(V20)+vuxu_#_LOC+xaralliye_xu_DECL
koVlYlYuvuxaralliye koVlYlYu(V20)+vuxu_#_LOC+xaralliye_xu_RIS
koVlYlYuvuxakkoskaravA koVlYlYu(V20)+vuxu_#_BEN+xakkoskaravA_xu_INTR
koVlYlYuvuxakkoskaravU koVlYlYu(V20)+vuxu_#_BEN+xakkoskaravU_xu_INCL
koVlYlYuvuxakkoskaravo koVlYlYu(V20)+vuxu_#_BEN+xakkoskaravo_xu_DUB
koVlYlYuvuxakkoskaravo koVlYlYu(V20)+vuxu_#_BEN+xakkoskaravo_xu_INDF
koVlYlYuvuxakkoskaravo koVlYlYu(V20)+vuxu_#_BEN+xakkoskaravo_xu_PRES
koVlYlYuvuxakkoskarave koVlYlYu(V20)+vuxu_#_BEN+xakkoskarave_xu_IMPH
koVlYlYuvuxakkoskarave koVlYlYu(V20)+vuxu_#_BEN+xakkoskarave_xu_DECL
koVlYlYuvuxakkoskarave koVlYlYu(V20)+vuxu_#_BEN+xakkoskarave_xu_RIS
koVlYlYuvuxakkoskaravA koVlYlYu(V20)+vuxu_#_PUR+xakkoskaravA_xu_INTR
koVlYlYuvuxakkoskaravU koVlYlYu(V20)+vuxu_#_PUR+xakkoskaravU_xu_INCL
koVlYlYuvuxakkoskaravo koVlYlYu(V20)+vuxu_#_PUR+xakkoskaravo_xu_DUB
koVlYlYuvuxakkoskaravo koVlYlYu(V20)+vuxu_#_PUR+xakkoskaravo_xu_INDF
koVlYlYuvuxakkoskaravo koVlYlYu(V20)+vuxu_#_PUR+xakkoskaravo_xu_PRES
koVlYlYuvuxakkoskarave koVlYlYu(V20)+vuxu_#_PUR+xakkoskarave_xu_IMPH
koVlYlYuvuxakkoskarave koVlYlYu(V20)+vuxu_#_PUR+xakkoskarave_xu_DECL
koVlYlYuvuxakkoskarave koVlYlYu(V20)+vuxu_#_PUR+xakkoskarave_xu_RIS
koVlYlYuvuxakkAgiyA koVlYlYu(V20)+vuxu_#_BEN+xakkAgiyA_xu_INTR
koVlYlYuvuxakkAgiyU koVlYlYu(V20)+vuxu_#_BEN+xakkAgiyU_xu_INCL
koVlYlYuvuxakkAgiyo koVlYlYu(V20)+vuxu_#_BEN+xakkAgiyo_xu_DUB
koVlYlYuvuxakkAgiyo koVlYlYu(V20)+vuxu_#_BEN+xakkAgiyo_xu_INDF
koVlYlYuvuxakkAgiyo koVlYlYu(V20)+vuxu_#_BEN+xakkAgiyo_xu_PRES
koVlYlYuvuxakkAgiye koVlYlYu(V20)+vuxu_#_BEN+xakkAgiye_xu_IMPH
koVlYlYuvuxakkAgiye koVlYlYu(V20)+vuxu_#_BEN+xakkAgiye_xu_DECL
koVlYlYuvuxakkAgiye koVlYlYu(V20)+vuxu_#_BEN+xakkAgiye_xu_RIS
koVlYlYuvuxakkAgiyA koVlYlYu(V20)+vuxu_#_PUR+xakkAgiyA_xu_INTR
koVlYlYuvuxakkAgiyU koVlYlYu(V20)+vuxu_#_PUR+xakkAgiyU_xu_INCL
koVlYlYuvuxakkAgiyo koVlYlYu(V20)+vuxu_#_PUR+xakkAgiyo_xu_DUB
koVlYlYuvuxakkAgiyo koVlYlYu(V20)+vuxu_#_PUR+xakkAgiyo_xu_INDF
koVlYlYuvuxakkAgiyo koVlYlYu(V20)+vuxu_#_PUR+xakkAgiyo_xu_PRES
koVlYlYuvuxakkAgiye koVlYlYu(V20)+vuxu_#_PUR+xakkAgiye_xu_IMPH
koVlYlYuvuxakkAgiye koVlYlYu(V20)+vuxu_#_PUR+xakkAgiye_xu_DECL
koVlYlYuvuxakkAgiye koVlYlYu(V20)+vuxu_#_PUR+xakkAgiye_xu_RIS
koVlYlYuvuxakkosugavA koVlYlYu(V20)+vuxu_#_BEN+xakkosugavA_xu_INTR
koVlYlYuvuxakkosugavU koVlYlYu(V20)+vuxu_#_BEN+xakkosugavU_xu_INCL
koVlYlYuvuxakkosugavo koVlYlYu(V20)+vuxu_#_BEN+xakkosugavo_xu_DUB
koVlYlYuvuxakkosugavo koVlYlYu(V20)+vuxu_#_BEN+xakkosugavo_xu_INDF
koVlYlYuvuxakkosugavo koVlYlYu(V20)+vuxu_#_BEN+xakkosugavo_xu_PRES
koVlYlYuvuxakkosugave koVlYlYu(V20)+vuxu_#_BEN+xakkosugave_xu_IMPH
koVlYlYuvuxakkosugave koVlYlYu(V20)+vuxu_#_BEN+xakkosugave_xu_DECL
koVlYlYuvuxakkosugave koVlYlYu(V20)+vuxu_#_BEN+xakkosugave_xu_RIS
koVlYlYuvuxakkosugavA koVlYlYu(V20)+vuxu_#_PUR+xakkosugavA_xu_INTR
koVlYlYuvuxakkosugavU koVlYlYu(V20)+vuxu_#_PUR+xakkosugavU_xu_INCL
koVlYlYuvuxakkosugavo koVlYlYu(V20)+vuxu_#_PUR+xakkosugavo_xu_DUB
koVlYlYuvuxakkosugavo koVlYlYu(V20)+vuxu_#_PUR+xakkosugavo_xu_PRES
koVlYlYuvuxakkosugave koVlYlYu(V20)+vuxu_#_PUR+xakkosugave_xu_IMPH
koVlYlYuvuxakkosugave koVlYlYu(V20)+vuxu_#_PUR+xakkosugave_xu_DECL
koVlYlYuvuxakkosugave koVlYlYu(V20)+vuxu_#_PUR+xakkosugave_xu_RIS
koVlYlYuvuxakkiMwalA koVlYlYu(V20)+vuxu_#_COMP+xakkiMwalA_xu_INTR
koVlYlYuvuxakkiMwalU koVlYlYu(V20)+vuxu_#_COMP+xakkiMwalU_xu_INCL
koVlYlYuvuxakkiMwalo koVlYlYu(V20)+vuxu_#_COMP+xakkiMwalo_xu_DUB
koVlYlYuvuxakkiMwalo koVlYlYu(V20)+vuxu_#_COMP+xakkiMwalo_xu_INDF
koVlYlYuvuxakkiMwalo koVlYlYu(V20)+vuxu_#_COMP+xakkiMwalo_xu_PRES
koVlYlYuvuxakkiMwale koVlYlYu(V20)+vuxu_#_COMP+xakkiMwale_xu_IMPH
koVlYlYuvuxakkiMwale koVlYlYu(V20)+vuxu_#_COMP+xakkiMwale_xu_DECL
koVlYlYuvuxakkiMwale koVlYlYu(V20)+vuxu_#_COMP+xakkiMwale_xu_RIS
koVlYlYuvaMweVyA koVlYlYu(V20)+va_#_SIM+vaMweVyA_va_INTR
koVlYlYuvaMweVyU koVlYlYu(V20)+va_#_SIM+vaMweVyU_va_INCL
koVlYlYuvaMweVyo koVlYlYu(V20)+va_#_SIM+vaMweVyo_va_DUB
koVlYlYuvaMweVyo koVlYlYu(V20)+va_#_SIM+vaMweVyo_va_INDF
koVlYlYuvaMweVyo koVlYlYu(V20)+va_#_SIM+vaMweVyo_va_PRES
koVlYlYuvaMweVye koVlYlYu(V20)+va_#_SIM+vaMweVye_va_IMPH
koVlYlYuvaMweVye koVlYlYu(V20)+va_#_SIM+vaMweVye_va_DECL
koVlYlYuvaMweVye koVlYlYu(V20)+va_#_SIM+vaMweVye_va_RIS
koVlYlYuvuxaroVMxigeVyA koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVyA_xu_INTR
koVlYlYuvuxaroVMxigeVyU koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVyU_xu_INCL
koVlYlYuvuxaroVMxigeVyo koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVyo_xu_DUB
koVlYlYuvuxaroVMxigeVyo koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVyo_xu_INDF
koVlYlYuvuxaroVMxigeVyo koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVyo_xu_PRES
koVlYlYuvuxaroVMxigeVye koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVye_xu_IMPH
koVlYlYuvuxaroVMxigeVye koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVye_xu_DECL
koVlYlYuvuxaroVMxigeVye koVlYlYu(V20)+vuxu_#_SOC+xaroVMxigeVye_xu_RIS
koVlYlYuvuxaroVdaneVyA koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVyA_xu_INTR
koVlYlYuvuxaroVdaneVyU koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVyU_xu_INCL
koVlYlYuvuxaroVdaneVyo koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVyo_xu_DUB
koVlYlYuvuxaroVdaneVyo koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVyo_xu_INDF
koVlYlYuvuxaroVdaneVyo koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVyo_xu_PRES
koVlYlYuvuxaroVdaneVye koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVye_xu_IMPH
koVlYlYuvuxaroVdaneVye koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVye_xu_DECL
koVlYlYuvuxaroVdaneVye koVlYlYu(V20)+vuxu_#_SOC+xaroVdaneVye_xu_RIS


koVMdavanannu koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nannu_nu_3SM
koVMdavanannA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nannA_nu_INTR
koVMdavanannU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nannU_nu_INCL
koVMdavananno koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nanno_nu_DUB
koVMdavananno koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nanno_nu_INDF
koVMdavananno koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nanno_nu_PRES
koVMdavananne koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nanne_nu_IMPH
koVMdavananne koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nanne_nu_DECL
koVMdavananne koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ACC+nanne_nu_RIS
koVMdavaniMxa koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxa_nu_3SM
koVMdavaniMxalA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxalA_nu_INTR
koVMdavaniMxalU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxalU_nu_INCL
koVMdavaniMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxalo_nu_DUB
koVMdavaniMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxalo_nu_INDF
koVMdavaniMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxalo_nu_PRES
koVMdavaniMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxale_nu_IMPH
koVMdavaniMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxale_nu_DECL
koVMdavaniMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_INS+niMxale_nu_RIS
koVMdavanalligeV koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeV_nu_3SM
koVMdavanalligeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVyA_nu_INTR
koVMdavanalligeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVyU_nu_INCL
koVMdavanalligeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVyo_nu_DUB
koVMdavanalligeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVyo_nu_INDF
koVMdavanalligeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVyo_nu_PRES
koVMdavanalligeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVye_nu_IMPH
koVMdavanalligeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVye_nu_DECL
koVMdavanalligeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_DAT+nalligeVye_nu_RIS
koVMdavaniMxa  koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxa_nu_3SM
koVMdavaniMxalA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxalA_nu_INTR
koVMdavaniMxalU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxalU_nu_INCL
koVMdavaniMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxalo_nu_DUB
koVMdavaniMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxalo_nu_INDF
koVMdavaniMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxalo_nu_PRES
koVMdavaniMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxale_nu_IMPH
koVMdavaniMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxale_nu_DECL
koVMdavaniMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_ABL+niMxale_nu_RIS
koVMdavana koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_GEN+na_nu_3SM
koVMdavanalli koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalli_nu_3SM
koVMdavanalliyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliyA_nu_INTR
koVMdavanalliyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliyU_nu_INCL
koVMdavanalliyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliyo_nu_DUB
koVMdavanalliyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliyo_nu_INDF
koVMdavanalliyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliyo_nu_PRES
koVMdavanalliye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliye_nu_IMPH
koVMdavanalliye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliye_nu_DECL
koVMdavanalliye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_LOC+nalliye_nu_RIS
koVMdavanigoskara koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskara_nu_3SM
koVMdavanigoskaravA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskaravA_nu_INTR
koVMdavanigoskaravU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskaravU_nu_INCL
koVMdavanigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskaravo_nu_DUB
koVMdavanigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskaravo_nu_INDF
koVMdavanigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskaravo_nu_PRES
koVMdavanigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskarave_nu_IMPH
koVMdavanigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskarave_nu_DECL
koVMdavanigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigoskarave_nu_RIS
koVMdavanigoskara koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskara_nu_3SM
koVMdavanigoskaravA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskaravA_nu_INTR
koVMdavanigoskaravU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskaravU_nu_INCL
koVMdavanigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskaravo_nu_DUB
koVMdavanigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskaravo_nu_INDF
koVMdavanigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskaravo_nu_PRES
koVMdavanigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskarave_nu_IMPH
koVMdavanigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskarave_nu_DECL
koVMdavanigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigoskarave_nu_RIS
koVMdavanigAgi koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgi_nu_3SM
koVMdavanigAgiyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiyA_nu_INTR
koVMdavanigAgiyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiyU_nu_INCL
koVMdavanigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiyo_nu_DUB
koVMdavanigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiyo_nu_INDF
koVMdavanigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiyo_nu_PRES
koVMdavanigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiye_nu_IMPH
koVMdavanigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiye_nu_DECL
koVMdavanigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigAgiye_nu_RIS
koVMdavanigAgi koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgi_nu_3SM
koVMdavanigAgiyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiyA_nu_INTR
koVMdavanigAgiyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiyU_nu_INCL
koVMdavanigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiyo_nu_DUB
koVMdavanigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiyo_nu_INDF
koVMdavanigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiyo_nu_PRES
koVMdavanigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiye_nu_IMPH
koVMdavanigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiye_nu_DECL
koVMdavanigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigAgiye_nu_RIS
koVMdavanigosuga koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosuga_nu_3SM
koVMdavanigosugavA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugavA_nu_INTR
koVMdavanigosugavU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugavU_nu_INCL
koVMdavanigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugavo_nu_DUB
koVMdavanigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugavo_nu_INDF
koVMdavanigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugavo_nu_PRES
koVMdavanigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugave_nu_IMPH
koVMdavanigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugave_nu_DECL
koVMdavanigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_BEN+nigosugave_nu_RIS
koVMdavanigosuga koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosuga_nu_3SM
koVMdavanigosugavA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugavA_nu_INTR
koVMdavanigosugavU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugavU_nu_INCL
koVMdavanigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugavo_nu_DUB
koVMdavanigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugavo_nu_INDF
koVMdavanigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugavo_nu_PRES
koVMdavanigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugave_nu_IMPH
koVMdavanigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugave_nu_DECL
koVMdavanigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_PUR+nigosugave_nu_RIS
koVMdavanigiMwa koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwa_nu_3SM
koVMdavanigiMwalA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwalA_nu_INTR
koVMdavanigiMwalU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwalU_nu_INCL
koVMdavanigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwalo_nu_DUB
koVMdavanigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwalo_nu_INDF
koVMdavanigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwalo_nu_PRES
koVMdavanigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwale_nu_IMPH
koVMdavanigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwale_nu_DECL
koVMdavanigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_COMP+nigiMwale_nu_RIS
koVMdavanaxeV koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeV_nu_3SM
koVMdavanaxeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeVyA_nu_INTR
